      step          time          <dt>         rho_c         v_max        Kn_min  <dt lim>  <dr lim>  <du lim>  <n_iter_cr>  <n_iter_dr>
   3200000  2.758467e+01  6.684772e-06  4.715931e+00  3.521038e-01  1.418543e+01  1.10e-02  5.60e-03  5.57e-01  0.00000e+00  2.00000e+00
   3300000  2.824422e+01  6.595474e-06  4.813678e+00  3.520822e-01  1.404154e+01  1.11e-02  5.60e-03  5.57e-01  0.00000e+00  2.00000e+00
   3400000  2.889503e+01  6.508095e-06  4.911762e+00  3.520680e-01  1.390118e+01  1.11e-02  5.60e-03  5.57e-01  0.00000e+00  2.00000e+00
   3500000  2.953735e+01  6.423226e-06  5.010209e+00  3.520623e-01  1.376414e+01  1.12e-02  5.60e-03  5.57e-01  0.00000e+00  2.00000e+00
   3600000  3.017137e+01  6.340164e-06  5.109040e+00  3.520644e-01  1.363029e+01  1.13e-02  5.60e-03  5.57e-01  0.00000e+00  2.00000e+00
   3700000  3.079727e+01  6.259080e-06  5.208282e+00  3.520731e-01  1.349947e+01  1.14e-02  5.60e-03  5.57e-01  0.00000e+00  2.00000e+00
   3800000  3.141526e+01  6.179882e-06  5.307955e+00  3.520883e-01  1.337154e+01  1.14e-02  5.60e-03  5.57e-01  0.00000e+00  2.00000e+00
   3900000  3.202552e+01  6.102625e-06  5.408082e+00  3.521100e-01  1.324638e+01  1.15e-02  5.60e-03  5.57e-01  0.00000e+00  2.00000e+00
   4000000  3.262824e+01  6.027112e-06  5.508690e+00  3.521363e-01  1.312387e+01  1.16e-02  5.60e-03  5.57e-01  0.00000e+00  2.00000e+00
   4100000  3.322353e+01  5.952994e-06  5.609786e+00  3.521686e-01  1.300389e+01  1.17e-02  5.60e-03  5.57e-01  0.00000e+00  2.00000e+00
   4200000  3.381162e+01  5.880821e-06  5.711402e+00  3.522049e-01  1.288635e+01  1.17e-02  5.60e-03  5.57e-01  0.00000e+00  2.00000e+00
   4300000  3.439262e+01  5.810030e-06  5.813544e+00  3.522470e-01  1.277114e+01  1.18e-02  5.60e-03  5.57e-01  0.00000e+00  2.00000e+00
   4400000  3.496668e+01  5.740629e-06  5.916236e+00  3.522925e-01  1.265818e+01  1.19e-02  5.60e-03  5.57e-01  0.00000e+00  2.00000e+00
   4500000  3.553397e+01  5.672830e-06  6.019497e+00  3.523419e-01  1.254737e+01  1.19e-02  5.60e-03  5.57e-01  0.00000e+00  2.00000e+00
   4600000  3.609461e+01  5.606395e-06  6.123340e+00  3.523951e-01  1.243864e+01  1.20e-02  5.60e-03  5.57e-01  0.00000e+00  2.00000e+00
   4700000  3.664873e+01  5.541266e-06  6.227780e+00  3.524521e-01  1.233190e+01  1.21e-02  5.60e-03  5.57e-01  0.00000e+00  2.00000e+00
   4800000  3.719647e+01  5.477414e-06  6.332834e+00  3.525124e-01  1.222709e+01  1.21e-02  5.60e-03  5.57e-01  0.00000e+00  2.00000e+00
   4900000  3.773795e+01  5.414809e-06  6.438516e+00  3.525760e-01  1.212415e+01  1.22e-02  5.60e-03  5.57e-01  0.00000e+00  2.00000e+00
   5000000  3.827330e+01  5.353414e-06  6.544841e+00  3.526425e-01  1.202299e+01  1.23e-02  5.60e-03  5.57e-01  0.00000e+00  2.00000e+00
   5100000  3.880261e+01  5.293193e-06  6.651822e+00  3.527120e-01  1.192357e+01  1.23e-02  5.60e-03  5.57e-01  0.00000e+00  2.00000e+00
   5200000  3.932603e+01  5.234113e-06  6.759475e+00  3.527842e-01  1.182582e+01  1.24e-02  5.60e-03  5.57e-01  0.00000e+00  2.00000e+00
   5300000  3.984364e+01  5.176135e-06  6.867814e+00  3.528590e-01  1.172970e+01  1.24e-02  5.60e-03  5.57e-01  0.00000e+00  2.00000e+00
   5400000  4.035556e+01  5.119210e-06  6.976852e+00  3.529361e-01  1.163514e+01  1.25e-02  5.60e-03  5.57e-01  0.00000e+00  2.00000e+00
   5500000  4.086189e+01  5.063271e-06  7.086604e+00  3.530150e-01  1.154210e+01  1.26e-02  5.60e-03  5.57e-01  0.00000e+00  2.00000e+00
   5600000  4.136272e+01  5.008304e-06  7.197078e+00  3.530963e-01  1.145053e+01  1.26e-02  5.60e-03  5.57e-01  0.00000e+00  2.00000e+00
   5700000  4.185815e+01  4.954363e-06  7.308287e+00  3.531800e-01  1.136038e+01  1.27e-02  5.60e-03  5.57e-01  0.00000e+00  2.00000e+00
   5800000  4.234829e+01  4.901400e-06  7.420248e+00  3.532659e-01  1.127162e+01  1.27e-02  5.60e-03  5.57e-01  0.00000e+00  2.00000e+00
   5900000  4.283323e+01  4.849326e-06  7.532974e+00  3.533533e-01  1.118420e+01  1.28e-02  5.60e-03  5.57e-01  0.00000e+00  2.00000e+00
   6000000  4.331303e+01  4.798056e-06  7.646475e+00  3.534421e-01  1.109808e+01  1.29e-02  5.60e-03  5.57e-01  0.00000e+00  2.00000e+00
   6100000  4.378780e+01  4.747671e-06  7.760760e+00  3.535330e-01  1.101323e+01  1.29e-02  5.60e-03  5.57e-01  0.00000e+00  2.00000e+00
   6200000  4.425762e+01  4.698201e-06  7.875845e+00  3.536259e-01  1.092961e+01  1.30e-02  5.60e-03  5.57e-01  0.00000e+00  2.00000e+00
   6300000  4.472257e+01  4.649532e-06  7.991743e+00  3.537201e-01  1.084718e+01  1.30e-02  5.60e-03  5.57e-01  0.00000e+00  2.00000e+00
   6400000  4.518273e+01  4.601572e-06  8.108466e+00  3.538153e-01  1.076591e+01  1.31e-02  5.60e-03  5.57e-01  0.00000e+00  2.00000e+00
   6500000  4.563817e+01  4.554399e-06  8.226021e+00  3.539124e-01  1.068578e+01  1.32e-02  5.60e-03  5.57e-01  0.00000e+00  2.00000e+00
   6600000  4.608898e+01  4.508050e-06  8.344423e+00  3.540111e-01  1.060675e+01  1.32e-02  5.60e-03  5.57e-01  0.00000e+00  2.00000e+00
   6700000  4.653522e+01  4.462421e-06  8.463686e+00  3.541109e-01  1.052878e+01  1.33e-02  5.60e-03  5.57e-01  0.00000e+00  2.00000e+00
   6800000  4.697696e+01  4.417436e-06  8.583822e+00  3.542115e-01  1.045187e+01  1.33e-02  5.60e-03  5.57e-01  0.00000e+00  2.00000e+00
   6900000  4.741428e+01  4.373152e-06  8.704836e+00  3.543137e-01  1.037597e+01  1.34e-02  5.60e-03  5.57e-01  0.00000e+00  2.00000e+00
   7000000  4.784724e+01  4.329605e-06  8.826743e+00  3.544173e-01  1.030106e+01  1.34e-02  5.60e-03  5.57e-01  0.00000e+00  2.00000e+00
   7100000  4.827591e+01  4.286718e-06  8.949558e+00  3.545219e-01  1.022712e+01  1.35e-02  5.60e-03  5.57e-01  0.00000e+00  2.00000e+00
   7200000  4.870035e+01  4.244432e-06  9.073292e+00  3.546273e-01  1.015412e+01  1.36e-02  5.60e-03  5.57e-01  0.00000e+00  2.00000e+00
   7300000  4.912063e+01  4.202754e-06  9.197954e+00  3.547337e-01  1.008205e+01  1.36e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
   7400000  4.953680e+01  4.161729e-06  9.323553e+00  3.548414e-01  1.001087e+01  1.37e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
   7500000  4.994893e+01  4.121321e-06  9.450106e+00  3.549501e-01  9.940576e+00  1.37e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
   7600000  5.035708e+01  4.081489e-06  9.577623e+00  3.550596e-01  9.871135e+00  1.38e-02  5.60e-03  5.57e-01  0.00000e+00  2.00000e+00
   7700000  5.076130e+01  4.042204e-06  9.706117e+00  3.551698e-01  9.802533e+00  1.38e-02  5.60e-03  5.57e-01  0.00000e+00  2.00000e+00
   7800000  5.116165e+01  4.003469e-06  9.835598e+00  3.552809e-01  9.734749e+00  1.39e-02  5.60e-03  5.57e-01  0.00000e+00  2.00000e+00
   7900000  5.155818e+01  3.965295e-06  9.966075e+00  3.553929e-01  9.667765e+00  1.40e-02  5.60e-03  5.57e-01  0.00000e+00  2.00000e+00
   8000000  5.195094e+01  3.927668e-06  1.009756e+01  3.555059e-01  9.601565e+00  1.40e-02  5.60e-03  5.57e-01  0.00000e+00  2.00000e+00
   8100000  5.234000e+01  3.890565e-06  1.023007e+01  3.556196e-01  9.536129e+00  1.41e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
   8200000  5.272540e+01  3.853967e-06  1.036362e+01  3.557340e-01  9.471443e+00  1.41e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
   8300000  5.310718e+01  3.817863e-06  1.049821e+01  3.558490e-01  9.407490e+00  1.42e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
   8400000  5.348541e+01  3.782243e-06  1.063386e+01  3.559647e-01  9.344255e+00  1.42e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
   8500000  5.386012e+01  3.747101e-06  1.077058e+01  3.560811e-01  9.281722e+00  1.43e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
   8600000  5.423136e+01  3.712430e-06  1.090838e+01  3.561982e-01  9.219877e+00  1.43e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
   8700000  5.459918e+01  3.678222e-06  1.104728e+01  3.563160e-01  9.158707e+00  1.44e-02  5.60e-03  5.57e-01  0.00000e+00  2.00000e+00
   8800000  5.496363e+01  3.644466e-06  1.118728e+01  3.564344e-01  9.098196e+00  1.44e-02  5.60e-03  5.57e-01  0.00000e+00  2.00000e+00
   8900000  5.532475e+01  3.611150e-06  1.132840e+01  3.565534e-01  9.038333e+00  1.45e-02  5.60e-03  5.57e-01  0.00000e+00  2.00000e+00
   9000000  5.568257e+01  3.578266e-06  1.147064e+01  3.566730e-01  8.979105e+00  1.45e-02  5.60e-03  5.57e-01  0.00000e+00  2.00000e+00
   9100000  5.603715e+01  3.545804e-06  1.161404e+01  3.567931e-01  8.920498e+00  1.46e-02  5.60e-03  5.57e-01  0.00000e+00  2.00000e+00
   9200000  5.638853e+01  3.513753e-06  1.175859e+01  3.569137e-01  8.862501e+00  1.47e-02  5.60e-03  5.57e-01  0.00000e+00  2.00000e+00
   9300000  5.673674e+01  3.482105e-06  1.190431e+01  3.570349e-01  8.805102e+00  1.47e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
   9400000  5.708182e+01  3.450864e-06  1.205120e+01  3.571566e-01  8.748291e+00  1.48e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
   9500000  5.742383e+01  3.420022e-06  1.219929e+01  3.572789e-01  8.692055e+00  1.48e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
   9600000  5.776278e+01  3.389551e-06  1.234859e+01  3.574016e-01  8.636384e+00  1.49e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
   9700000  5.809873e+01  3.359467e-06  1.249911e+01  3.575247e-01  8.581268e+00  1.49e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
   9800000  5.843170e+01  3.329748e-06  1.265086e+01  3.576484e-01  8.526696e+00  1.50e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
   9900000  5.876174e+01  3.300391e-06  1.280386e+01  3.577725e-01  8.472658e+00  1.50e-02  5.60e-03  5.57e-01  0.00000e+00  2.00000e+00
  10000000  5.908888e+01  3.271389e-06  1.295811e+01  3.578971e-01  8.419146e+00  1.51e-02  5.60e-03  5.57e-01  0.00000e+00  2.00000e+00
  10100000  5.941315e+01  3.242735e-06  1.311364e+01  3.580221e-01  8.366150e+00  1.51e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  10200000  5.973460e+01  3.214422e-06  1.327046e+01  3.581475e-01  8.313660e+00  1.52e-02  5.60e-03  5.57e-01  0.00000e+00  2.00000e+00
  10300000  6.005324e+01  3.186445e-06  1.342857e+01  3.582733e-01  8.261669e+00  1.52e-02  5.60e-03  5.57e-01  0.00000e+00  2.00000e+00
  10400000  6.036912e+01  3.158798e-06  1.358800e+01  3.583996e-01  8.210166e+00  1.53e-02  5.60e-03  5.57e-01  0.00000e+00  2.00000e+00
  10500000  6.068227e+01  3.131474e-06  1.374875e+01  3.585262e-01  8.159145e+00  1.53e-02  5.60e-03  5.57e-01  0.00000e+00  2.00000e+00
  10600000  6.099272e+01  3.104469e-06  1.391084e+01  3.586532e-01  8.108596e+00  1.54e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  10700000  6.130049e+01  3.077776e-06  1.407429e+01  3.587806e-01  8.058513e+00  1.54e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  10800000  6.160563e+01  3.051390e-06  1.423911e+01  3.589084e-01  8.008886e+00  1.55e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  10900000  6.190816e+01  3.025306e-06  1.440531e+01  3.590365e-01  7.959710e+00  1.56e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  11000000  6.220811e+01  2.999518e-06  1.457291e+01  3.591650e-01  7.910975e+00  1.56e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  11100000  6.250552e+01  2.974022e-06  1.474192e+01  3.592938e-01  7.862676e+00  1.57e-02  5.60e-03  5.57e-01  0.00000e+00  2.00000e+00
  11200000  6.280040e+01  2.948813e-06  1.491236e+01  3.594230e-01  7.814805e+00  1.57e-02  5.60e-03  5.57e-01  0.00000e+00  2.00000e+00
  11300000  6.309279e+01  2.923886e-06  1.508423e+01  3.595525e-01  7.767355e+00  1.58e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  11400000  6.338271e+01  2.899237e-06  1.525757e+01  3.596823e-01  7.720320e+00  1.58e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  11500000  6.367020e+01  2.874859e-06  1.543238e+01  3.598125e-01  7.673693e+00  1.59e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  11600000  6.395527e+01  2.850751e-06  1.560867e+01  3.599430e-01  7.627468e+00  1.59e-02  5.60e-03  5.57e-01  0.00000e+00  2.00000e+00
  11700000  6.423796e+01  2.826906e-06  1.578647e+01  3.600738e-01  7.581639e+00  1.60e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  11800000  6.451829e+01  2.803321e-06  1.596579e+01  3.602049e-01  7.536199e+00  1.60e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  11900000  6.479629e+01  2.779992e-06  1.614664e+01  3.603363e-01  7.491143e+00  1.61e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  12000000  6.507198e+01  2.756914e-06  1.632904e+01  3.604680e-01  7.446464e+00  1.61e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  12100000  6.534539e+01  2.734084e-06  1.651300e+01  3.606000e-01  7.402158e+00  1.62e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  12200000  6.561654e+01  2.711497e-06  1.669855e+01  3.607323e-01  7.358219e+00  1.62e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  12300000  6.588546e+01  2.689151e-06  1.688570e+01  3.608649e-01  7.314641e+00  1.63e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  12400000  6.615216e+01  2.667040e-06  1.707446e+01  3.609977e-01  7.271419e+00  1.63e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  12500000  6.641668e+01  2.645163e-06  1.726485e+01  3.611309e-01  7.228548e+00  1.64e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  12600000  6.667903e+01  2.623514e-06  1.745690e+01  3.612643e-01  7.186023e+00  1.65e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  12700000  6.693924e+01  2.602091e-06  1.765061e+01  3.613980e-01  7.143839e+00  1.65e-02  5.60e-03  5.57e-01  0.00000e+00  2.00000e+00
  12800000  6.719733e+01  2.580890e-06  1.784600e+01  3.615319e-01  7.101990e+00  1.66e-02  5.60e-03  5.57e-01  0.00000e+00  2.00000e+00
  12900000  6.745332e+01  2.559909e-06  1.804309e+01  3.616661e-01  7.060473e+00  1.66e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  13000000  6.770723e+01  2.539143e-06  1.824190e+01  3.618006e-01  7.019283e+00  1.67e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  13100000  6.795909e+01  2.518589e-06  1.844245e+01  3.619353e-01  6.978415e+00  1.67e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  13200000  6.820892e+01  2.498245e-06  1.864476e+01  3.620703e-01  6.937865e+00  1.68e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  13300000  6.845673e+01  2.478107e-06  1.884884e+01  3.622055e-01  6.897628e+00  1.68e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  13400000  6.870254e+01  2.458172e-06  1.905470e+01  3.623410e-01  6.857700e+00  1.69e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  13500000  6.894639e+01  2.438438e-06  1.926238e+01  3.624768e-01  6.818078e+00  1.69e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  13600000  6.918828e+01  2.418902e-06  1.947189e+01  3.626127e-01  6.778756e+00  1.70e-02  5.60e-03  5.57e-01  0.00000e+00  2.00000e+00
  13700000  6.942823e+01  2.399560e-06  1.968325e+01  3.627490e-01  6.739731e+00  1.70e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  13800000  6.966628e+01  2.380410e-06  1.989647e+01  3.628854e-01  6.700998e+00  1.71e-02  5.60e-03  5.57e-01  0.00000e+00  2.00000e+00
  13900000  6.990242e+01  2.361450e-06  2.011159e+01  3.630221e-01  6.662555e+00  1.71e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  14000000  7.013669e+01  2.342676e-06  2.032861e+01  3.631591e-01  6.624398e+00  1.72e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  14100000  7.036910e+01  2.324087e-06  2.054755e+01  3.632963e-01  6.586521e+00  1.73e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  14200000  7.059966e+01  2.305679e-06  2.076845e+01  3.634337e-01  6.548923e+00  1.73e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  14300000  7.082841e+01  2.287450e-06  2.099131e+01  3.635713e-01  6.511599e+00  1.74e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  14400000  7.105535e+01  2.269397e-06  2.121617e+01  3.637092e-01  6.474546e+00  1.74e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  14500000  7.128050e+01  2.251519e-06  2.144303e+01  3.638473e-01  6.437761e+00  1.75e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  14600000  7.150388e+01  2.233813e-06  2.167192e+01  3.639857e-01  6.401240e+00  1.75e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  14700000  7.172551e+01  2.216277e-06  2.190287e+01  3.641243e-01  6.364979e+00  1.76e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  14800000  7.194540e+01  2.198907e-06  2.213589e+01  3.642631e-01  6.328976e+00  1.76e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  14900000  7.216357e+01  2.181703e-06  2.237101e+01  3.644021e-01  6.293228e+00  1.77e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  15000000  7.238004e+01  2.164662e-06  2.260825e+01  3.645413e-01  6.257731e+00  1.77e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  15100000  7.259482e+01  2.147782e-06  2.284763e+01  3.646808e-01  6.222482e+00  1.78e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  15200000  7.280792e+01  2.131060e-06  2.308918e+01  3.648205e-01  6.187478e+00  1.79e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  15300000  7.301937e+01  2.114495e-06  2.333291e+01  3.649604e-01  6.152717e+00  1.79e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  15400000  7.322918e+01  2.098085e-06  2.357885e+01  3.651006e-01  6.118195e+00  1.80e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  15500000  7.343736e+01  2.081827e-06  2.382703e+01  3.652409e-01  6.083909e+00  1.80e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  15600000  7.364393e+01  2.065720e-06  2.407747e+01  3.653815e-01  6.049857e+00  1.81e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  15700000  7.384891e+01  2.049762e-06  2.433019e+01  3.655223e-01  6.016036e+00  1.81e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  15800000  7.405231e+01  2.033951e-06  2.458523e+01  3.656633e-01  5.982443e+00  1.82e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  15900000  7.425413e+01  2.018284e-06  2.484259e+01  3.658046e-01  5.949076e+00  1.82e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  16000000  7.445441e+01  2.002761e-06  2.510231e+01  3.659461e-01  5.915932e+00  1.83e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  16100000  7.465315e+01  1.987380e-06  2.536442e+01  3.660877e-01  5.883009e+00  1.84e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  16200000  7.485036e+01  1.972138e-06  2.562894e+01  3.662296e-01  5.850303e+00  1.84e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  16300000  7.504607e+01  1.957034e-06  2.589589e+01  3.663718e-01  5.817813e+00  1.85e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  16400000  7.524027e+01  1.942066e-06  2.616530e+01  3.665141e-01  5.785535e+00  1.85e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  16500000  7.543300e+01  1.927234e-06  2.643721e+01  3.666567e-01  5.753468e+00  1.86e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  16600000  7.562425e+01  1.912534e-06  2.671163e+01  3.667994e-01  5.721610e+00  1.86e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  16700000  7.581405e+01  1.897965e-06  2.698860e+01  3.669424e-01  5.689957e+00  1.87e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  16800000  7.600240e+01  1.883526e-06  2.726814e+01  3.670857e-01  5.658508e+00  1.88e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
