      step          time          <dt>         rho_c         v_max        Kn_min  <dt lim>  <dr lim>  <du lim>  <n_iter_cr>  <n_iter_dr>
  33800000  9.423157e+01  5.508524e-07  1.653882e+02  3.963167e-01  2.128151e+00  3.59e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  33900000  9.428627e+01  5.469788e-07  1.674513e+02  3.965402e-01  2.113809e+00  3.61e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  34000000  9.434058e+01  5.431337e-07  1.695483e+02  3.967648e-01  2.099507e+00  3.63e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  34100000  9.439452e+01  5.393169e-07  1.716801e+02  3.969905e-01  2.085245e+00  3.65e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  34200000  9.444807e+01  5.355284e-07  1.738475e+02  3.972175e-01  2.071021e+00  3.67e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  34300000  9.450125e+01  5.317678e-07  1.760514e+02  3.974456e-01  2.056836e+00  3.70e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  34400000  9.455405e+01  5.280351e-07  1.782926e+02  3.976750e-01  2.042688e+00  3.72e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  34500000  9.460648e+01  5.243301e-07  1.805721e+02  3.979056e-01  2.028578e+00  3.74e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  34600000  9.465855e+01  5.206526e-07  1.828906e+02  3.981375e-01  2.014505e+00  3.77e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  34700000  9.471025e+01  5.170026e-07  1.852492e+02  3.983707e-01  2.000468e+00  3.79e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  34800000  9.476159e+01  5.133797e-07  1.876489e+02  3.986052e-01  1.986466e+00  3.81e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  34900000  9.481256e+01  5.097840e-07  1.900907e+02  3.988410e-01  1.972499e+00  3.84e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  35000000  9.486319e+01  5.062152e-07  1.925756e+02  3.990782e-01  1.958567e+00  3.86e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  35100000  9.491345e+01  5.026733e-07  1.951046e+02  3.993168e-01  1.944669e+00  3.89e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  35200000  9.496337e+01  4.991580e-07  1.976791e+02  3.995568e-01  1.930804e+00  3.92e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  35300000  9.501294e+01  4.956692e-07  2.003000e+02  3.997983e-01  1.916972e+00  3.94e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  35400000  9.506216e+01  4.922069e-07  2.029685e+02  4.000412e-01  1.903172e+00  3.97e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  35500000  9.511103e+01  4.887708e-07  2.056860e+02  4.002856e-01  1.889404e+00  4.00e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  35600000  9.515957e+01  4.853609e-07  2.084537e+02  4.005315e-01  1.875666e+00  4.02e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  35700000  9.520777e+01  4.819770e-07  2.112730e+02  4.007790e-01  1.861959e+00  4.05e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  35800000  9.525563e+01  4.786190e-07  2.141451e+02  4.010281e-01  1.848282e+00  4.08e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  35900000  9.530316e+01  4.752868e-07  2.170716e+02  4.012788e-01  1.834634e+00  4.11e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  36000000  9.535036e+01  4.719802e-07  2.200539e+02  4.015311e-01  1.821014e+00  4.14e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  36100000  9.539723e+01  4.686993e-07  2.230935e+02  4.017851e-01  1.807423e+00  4.17e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  36200000  9.544377e+01  4.654438e-07  2.261921e+02  4.020409e-01  1.793858e+00  4.20e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  36300000  9.548999e+01  4.622136e-07  2.293513e+02  4.022984e-01  1.780321e+00  4.23e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  36400000  9.553589e+01  4.590087e-07  2.325728e+02  4.025576e-01  1.766809e+00  4.27e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  36500000  9.558148e+01  4.558289e-07  2.358583e+02  4.028187e-01  1.753323e+00  4.30e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  36600000  9.562674e+01  4.526743e-07  2.392098e+02  4.030817e-01  1.739861e+00  4.33e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  36700000  9.567170e+01  4.495479e-07  2.426292e+02  4.033465e-01  1.726423e+00  4.37e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  36800000  9.571634e+01  4.464630e-07  2.461185e+02  4.036134e-01  1.713008e+00  4.40e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  36900000  9.576068e+01  4.433859e-07  2.496798e+02  4.038821e-01  1.699615e+00  4.44e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  37000000  9.580472e+01  4.403324e-07  2.533152e+02  4.041530e-01  1.686245e+00  4.47e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  37100000  9.584845e+01  4.373061e-07  2.570270e+02  4.044261e-01  1.672895e+00  4.51e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  37200000  9.589188e+01  4.343040e-07  2.608175e+02  4.047012e-01  1.659565e+00  4.55e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  37300000  9.593501e+01  4.313219e-07  2.646892e+02  4.049781e-01  1.646256e+00  4.59e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  37400000  9.597785e+01  4.283645e-07  2.686445e+02  4.052576e-01  1.632965e+00  4.63e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  37500000  9.602039e+01  4.254370e-07  2.726860e+02  4.055396e-01  1.619692e+00  4.67e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  37600000  9.606264e+01  4.225332e-07  2.768168e+02  4.058236e-01  1.606437e+00  4.71e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  37700000  9.610461e+01  4.196468e-07  2.810396e+02  4.061097e-01  1.593198e+00  4.75e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  37800000  9.614629e+01  4.167883e-07  2.853573e+02  4.063988e-01  1.579975e+00  4.79e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  37900000  9.618768e+01  4.139598e-07  2.897731e+02  4.066905e-01  1.566766e+00  4.84e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  38000000  9.622880e+01  4.111490e-07  2.942906e+02  4.069840e-01  1.553572e+00  4.88e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  38100000  9.626963e+01  4.083591e-07  2.989127e+02  4.072806e-01  1.540391e+00  4.93e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  38200000  9.631019e+01  4.056030e-07  3.036434e+02  4.075802e-01  1.527222e+00  4.98e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  38300000  9.635048e+01  4.028677e-07  3.084864e+02  4.078821e-01  1.514065e+00  5.03e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  38400000  9.639050e+01  4.001483e-07  3.134455e+02  4.081867e-01  1.500918e+00  5.08e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  38500000  9.643024e+01  3.974637e-07  3.185250e+02  4.084949e-01  1.487781e+00  5.13e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  38600000  9.646972e+01  3.948028e-07  3.237292e+02  4.088056e-01  1.474651e+00  5.18e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  38700000  9.650894e+01  3.921552e-07  3.290627e+02  4.091191e-01  1.461530e+00  5.23e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  38800000  9.654789e+01  3.895417e-07  3.345300e+02  4.094365e-01  1.448415e+00  5.29e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  38900000  9.658659e+01  3.869548e-07  3.401365e+02  4.097568e-01  1.435306e+00  5.35e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  39000000  9.662502e+01  3.843806e-07  3.458874e+02  4.100798e-01  1.422201e+00  5.40e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  39100000  9.666321e+01  3.818371e-07  3.517879e+02  4.104071e-01  1.409100e+00  5.46e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  39200000  9.670114e+01  3.793242e-07  3.578443e+02  4.107380e-01  1.396000e+00  5.53e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  39300000  9.673882e+01  3.768266e-07  3.640627e+02  4.110716e-01  1.382902e+00  5.59e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  39400000  9.677626e+01  3.743517e-07  3.704492e+02  4.114094e-01  1.369804e+00  5.65e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  39500000  9.681345e+01  3.719108e-07  3.770109e+02  4.117516e-01  1.356704e+00  5.72e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  39600000  9.685040e+01  3.694933e-07  3.837552e+02  4.120973e-01  1.343601e+00  5.79e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  39700000  9.688711e+01  3.670930e-07  3.906897e+02  4.124466e-01  1.330495e+00  5.86e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  39800000  9.692358e+01  3.647188e-07  3.978221e+02  4.128005e-01  1.317383e+00  5.93e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  39900000  9.695982e+01  3.623753e-07  4.051612e+02  4.131591e-01  1.304265e+00  6.01e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  40000000  9.699582e+01  3.600571e-07  4.127162e+02  4.135223e-01  1.291138e+00  6.09e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  40100000  9.703160e+01  3.577626e-07  4.204965e+02  4.138898e-01  1.278002e+00  6.17e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  40200000  9.706715e+01  3.554921e-07  4.285124e+02  4.142620e-01  1.264854e+00  6.25e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  40300000  9.710247e+01  3.532469e-07  4.367747e+02  4.146390e-01  1.251694e+00  6.33e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  40400000  9.713758e+01  3.510285e-07  4.452947e+02  4.150212e-01  1.238520e+00  6.42e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  40500000  9.717246e+01  3.488370e-07  4.540848e+02  4.154089e-01  1.225329e+00  6.51e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  40600000  9.720713e+01  3.466720e-07  4.631578e+02  4.158022e-01  1.212121e+00  6.61e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  40700000  9.724158e+01  3.445326e-07  4.725278e+02  4.162013e-01  1.198893e+00  6.70e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  40800000  9.727582e+01  3.424195e-07  4.822096e+02  4.166061e-01  1.185643e+00  6.81e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  40900000  9.730986e+01  3.403365e-07  4.922191e+02  4.170166e-01  1.172369e+00  6.91e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  41000000  9.734369e+01  3.382863e-07  5.025734e+02  4.174334e-01  1.159070e+00  7.02e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  41100000  9.737731e+01  3.362583e-07  5.132900e+02  4.178582e-01  1.145743e+00  7.13e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  41200000  9.741074e+01  3.342517e-07  5.243889e+02  4.182884e-01  1.132386e+00  7.25e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  41300000  9.744397e+01  3.322941e-07  5.358911e+02  4.187268e-01  1.118995e+00  7.37e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  41400000  9.747700e+01  3.303427e-07  5.478186e+02  4.191715e-01  1.105571e+00  7.50e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  41500000  9.750984e+01  3.284380e-07  5.601957e+02  4.196252e-01  1.092108e+00  7.63e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  41600000  9.754250e+01  3.265634e-07  5.730489e+02  4.200868e-01  1.078605e+00  7.77e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  41700000  9.757497e+01  3.247144e-07  5.864061e+02  4.205565e-01  1.065060e+00  7.91e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  41800000  9.760726e+01  3.228968e-07  6.002975e+02  4.210351e-01  1.051468e+00  8.06e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  41900000  9.763937e+01  3.211127e-07  6.147566e+02  4.215226e-01  1.037826e+00  8.22e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  42000000  9.767131e+01  3.193714e-07  6.298193e+02  4.220194e-01  1.024132e+00  8.38e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  42100000  9.770307e+01  3.176549e-07  6.455235e+02  4.225281e-01  1.010382e+00  8.55e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  42200000  9.773467e+01  3.159837e-07  6.619132e+02  4.230461e-01  9.965725e-01  8.73e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  42300000  9.776611e+01  3.143371e-07  6.790335e+02  4.235752e-01  9.826993e-01  8.92e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  42400000  9.779738e+01  3.127370e-07  6.969350e+02  4.241171e-01  9.687582e-01  9.12e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  42500000  9.782850e+01  3.111660e-07  7.156729e+02  4.246708e-01  9.547454e-01  9.33e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  42600000  9.785946e+01  3.096576e-07  7.353099e+02  4.252373e-01  9.406553e-01  9.55e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  42700000  9.789028e+01  3.081687e-07  7.559110e+02  4.258172e-01  9.264840e-01  9.78e-02  5.62e-03  5.57e-01  0.00000e+00  2.00000e+00
  42800000  9.792095e+01  3.067368e-07  7.775504e+02  4.264133e-01  9.122258e-01  1.00e-01  5.62e-03  5.57e-01  0.00000e+00  2.00000e+00
  42900000  9.795149e+01  3.053366e-07  8.003099e+02  4.270232e-01  8.978757e-01  1.03e-01  5.62e-03  5.57e-01  0.00000e+00  2.00000e+00
  43000000  9.798189e+01  3.040025e-07  8.242805e+02  4.276505e-01  8.834269e-01  1.06e-01  5.62e-03  5.57e-01  0.00000e+00  2.00000e+00
  43100000  9.801216e+01  3.027116e-07  8.495635e+02  4.282941e-01  8.688734e-01  1.08e-01  5.62e-03  5.57e-01  0.00000e+00  2.00000e+00
  43200000  9.804231e+01  3.014690e-07  8.762693e+02  4.289577e-01  8.542086e-01  1.11e-01  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  43300000  9.807233e+01  3.002851e-07  9.045255e+02  4.296397e-01  8.394250e-01  1.15e-01  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  43400000  9.810225e+01  2.991635e-07  9.344722e+02  4.303442e-01  8.245146e-01  1.18e-01  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  43500000  9.813206e+01  2.980910e-07  9.662686e+02  4.310697e-01  8.094696e-01  1.22e-01  5.62e-03  5.57e-01  0.00000e+00  2.00000e+00
  43600000  9.816177e+01  2.970973e-07  1.000094e+03  4.318204e-01  7.942801e-01  1.26e-01  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  43700000  9.819139e+01  2.961725e-07  1.036155e+03  4.325957e-01  7.789363e-01  1.30e-01  5.62e-03  5.57e-01  0.00000e+00  2.00000e+00
  43800000  9.822092e+01  2.953083e-07  1.074678e+03  4.334014e-01  7.634280e-01  1.35e-01  5.62e-03  5.57e-01  0.00000e+00  2.00000e+00
  43900000  9.825037e+01  2.945313e-07  1.115934e+03  4.342357e-01  7.477433e-01  1.40e-01  5.62e-03  5.57e-01  0.00000e+00  2.00000e+00
  44000000  9.827975e+01  2.938433e-07  1.160229e+03  4.351030e-01  7.318690e-01  1.45e-01  5.62e-03  5.57e-01  0.00000e+00  2.00000e+00
  44100000  9.830908e+01  2.932449e-07  1.207915e+03  4.360059e-01  7.157914e-01  1.51e-01  5.62e-03  5.57e-01  0.00000e+00  2.00000e+00
  44200000  9.833835e+01  2.927476e-07  1.259405e+03  4.369474e-01  6.994950e-01  1.58e-01  5.62e-03  5.57e-01  0.00000e+00  2.00000e+00
  44300000  9.836759e+01  2.923659e-07  1.315180e+03  4.379335e-01  6.829625e-01  1.65e-01  5.62e-03  5.57e-01  0.00000e+00  2.00000e+00
  44400000  9.839680e+01  2.920852e-07  1.375807e+03  4.389637e-01  6.661762e-01  1.72e-01  5.62e-03  5.57e-01  0.00000e+00  2.00000e+00
  44500000  9.842599e+01  2.919363e-07  1.441952e+03  4.400481e-01  6.491151e-01  1.81e-01  5.62e-03  5.57e-01  0.00000e+00  2.00000e+00
  44580731  9.844956e+01  2.919452e-07  1.500001e+03  4.410584e-01  6.351243e-01  1.89e-01  5.62e-03  5.57e-01  0.00000e+00  2.00000e+00
